TRANSACTION_AMT,TRANSACTION_DT
9.95,2015-06-08
201.48,2015-03-26
2543.63,2015-06-15
80,2015-02-02
225,2015-06-05
1313.14,2015-06-30
592.8,2015-06-19
762.79,2015-05-17
41,2015-06-02
49.47,2015-03-02
250,2015-03-20
25,2015-04-24
2494,2015-05-11
15000,2015-03-05
20215,2015-03-03
4500,2015-03-20
11095.68,2015-03-20
395.54,2015-03-16
375.69,2015-02-20
599.39,2015-02-15
1283.78,2015-03-30
1665.04,2015-04-02
2980.39,2015-03-31
1013.57,2015-02-24
5.4,2015-05-04
67672.13,2015-03-13
1573.88,2015-06-30
15507.02,2015-01-14
250.82,2015-01-28
375,2015-05-08
19.56,2015-05-20
224.79,2015-02-24
9087.01,2015-01-14
211.36,2015-04-10
19.47,2015-03-19
278.03,2015-03-23
74,2015-03-16
259.04,2015-02-20
141.74,2015-04-17
4.08,2015-02-27
5.99,2015-06-08
95.27,2015-06-30
1270.71,2015-02-23
19.95,2015-02-04
25000,2015-01-08
60.86,2015-01-08
10.07,2015-02-25
400,2015-02-05
285.9,2015-02-20
1100,2015-06-04
150,2015-02-27
650,2015-03-02
780,2015-05-21
15,2015-01-07
49,2015-06-05
256.1,2015-03-25
465.3,2015-04-22
607.2,2015-02-03
608.62,2015-06-01
60,2015-05-29
323.74,2015-01-08
1.48,2015-04-30
4,2015-05-21
24,2015-06-08
1922.95,2015-02-13
25,2015-03-06
10000,2015-02-26
2147.81,2015-05-29
304.5,2015-03-23
168.5,2015-04-20
140,2015-05-04
200,2015-01-23
50,2015-04-14
1201.92,2015-04-15
67.9,2015-04-10
1487.76,2015-05-14
248.19,2015-02-24
650,2015-01-13
1669.51,2015-01-29
150,2015-02-12
149,2015-06-03
3.95,2015-06-01
25.2,2015-03-05
344.32,2015-01-21
1313.6,2015-01-23
1324.49,2015-01-07
410.88,2015-04-23
100,2015-01-06
356.57,2015-02-12
49,2015-05-26
75,2015-05-04
18.15,2015-06-22
175.03,2015-05-18
8243.2,2015-06-26
53.65,2015-02-24
233.39,2015-06-17
30.87,2015-05-02
-50,2015-03-17
18494.42,2015-01-21
1914.67,2015-03-13
104.98,2015-02-11
769.75,2015-04-14
24457.72,2015-02-04
165,2015-02-23
1725,2015-01-15
19.28,2015-05-20
202,2015-04-06
3589.67,2015-03-31
500,2015-05-08
11852.16,2015-04-17
99.68,2015-03-16
492.27,2015-04-06
300,2015-05-12
2244.31,2015-04-02
2500,2015-04-26
2227.3,2015-04-01
8598.59,2015-05-18
174.59,2015-04-02
9176.56,2015-04-10
438,2015-06-12
4947.34,2015-02-16
5.75,2015-05-22
207.54,2015-06-29
38.13,2015-03-27
5.51,2015-05-01
471.64,2015-02-11
97.76,2015-06-19
646,2015-01-23
150,2015-03-07
1800,2015-05-15
5575.57,2015-02-26
4499.28,2015-03-02
197.04,2015-05-28
8,2015-02-13
171.04,2015-01-14
545.06,2015-06-03
1821.53,2015-05-15
16.75,2015-01-23
671.1,2015-06-08
13.74,2015-05-04
363.58,2015-02-26
246.1,2015-03-03
15,2015-06-04
530.1,2015-02-24
252.07,2015-06-29
600,2015-05-01
3.9,2015-06-03
800,2015-01-03
2980.4,2015-02-28
1137.14,2015-06-30
4203.72,2015-05-15
100,2015-01-18
223.2,2015-06-11
2230.02,2015-01-14
1130.44,2015-04-30
37.37,2015-06-25
625.2,2015-06-22
219.87,2015-03-02
1200,2015-01-13
152.26,2015-03-02
2827.97,2015-06-30
2.25,2015-06-17
72.05,2015-03-13
25,2015-06-23
104.98,2015-04-05
62.5,2015-02-18
17.11,2015-05-06
228.56,2015-04-05
460.64,2015-01-30
2503.12,2015-06-25
470,2015-02-13
50,2015-02-01
112.05,2015-04-21
297.73,2015-03-20
75,2015-04-06
55.59,2015-02-05
7.95,2015-03-27
1500,2015-02-04
755.32,2015-02-23
600,2015-05-06
162.5,2015-02-03
4000,2015-06-05
1.98,2015-06-07
157.4,2015-01-26
15,2015-03-02
143.55,2015-06-04
132.6,2015-03-15
26.69,2015-04-03
11.96,2015-01-23
239.6,2015-01-14
225,2015-01-08
295,2015-06-18
414.95,2015-03-03
53295.7,2015-03-03
350,2015-05-20
51.34,2015-05-11
2718,2015-06-30
3246.02,2015-05-21
31.72,2015-03-07
1303.09,2015-04-14
2454.4,2015-01-26
299.33,2015-03-10
17,2015-05-21
58.8,2015-06-17
380,2015-03-02
39.95,2015-05-04
500,2015-02-03
4196.32,2015-05-07
38.55,2015-05-03
1500,2015-03-01
2013.7,2015-04-23
151.22,2015-06-25
250,2015-03-30
44.29,2015-01-22
316.8,2015-04-10
1318.51,2015-02-18
76.1,2015-02-06
23.22,2015-05-15
633.95,2015-02-24
6506.38,2015-05-27
2460.29,2015-04-10
3775.01,2015-06-30
90.08,2015-02-16
21170,2015-04-15
4000,2015-02-23
650,2015-05-11
659.2,2015-03-26
151.95,2015-04-15
251,2015-05-28
325,2015-06-08
843.96,2015-03-31
37.95,2015-04-02
11.24,2015-03-19
70.55,2015-06-05
4000,2015-06-22
75,2015-02-16
317.08,2015-04-01
25,2015-05-20
516.2,2015-01-14
122.42,2015-06-08
58.9,2015-06-08
61.77,2015-03-11
123.17,2015-03-12
20,2015-03-16
16.23,2015-05-04
191.88,2015-03-31
3.62,2015-05-01
500,2015-05-01
13.59,2015-04-01
161.44,2015-04-15
1265.28,2015-06-30
1400.62,2015-06-15
136,2015-05-11
2178.27,2015-02-10
750,2015-06-22
5.75,2015-02-25
343.88,2015-02-20
116.88,2015-04-24
1530,2015-02-03
229.73,2015-04-14
684.01,2015-05-05
19.95,2015-05-01
47.16,2015-03-04
77115.3,2015-03-11
22.89,2015-04-12
350,2015-05-04
145.06,2015-01-15
415.39,2015-02-12
109.15,2015-04-03
3532.95,2015-03-31
15,2015-06-30
10,2015-04-08
407.5,2015-06-29
1766.76,2015-04-22
752.85,2015-05-28
-52.39,2015-03-23
259.87,2015-01-05
1666.67,2015-03-03
9908.5,2015-06-30
21.61,2015-02-20
296.95,2015-03-18
1500,2015-05-19
35,2015-01-21
1278.55,2015-01-27
15.26,2015-05-31
9.79,2015-06-14
1303.48,2015-06-26
168.25,2015-03-02
136.38,2015-01-14
84.95,2015-01-06
16.35,2015-05-21
120,2015-05-21
38,2015-01-30
10252.5,2015-02-10
5,2015-06-30
250,2015-04-29
2154.92,2015-06-30
2200,2015-03-02
156.21,2015-06-15
29.75,2015-03-26
250,2015-05-08
75,2015-02-26
1276.21,2015-05-15
475.93,2015-01-22
45.21,2015-02-23
29,2015-06-08
22.54,2015-05-12
9052.2,2015-02-27
2137.92,2015-06-03
467,2015-05-12
426.2,2015-06-04
64.63,2015-04-29
13048.91,2015-06-24
3255,2015-03-17
850,2015-04-01
138.25,2015-02-15
656.78,2015-06-01
583.49,2015-05-18
998.2,2015-05-03
1453.91,2015-03-18
330.2,2015-03-17
750,2015-03-30
42.99,2015-05-12
250,2015-01-21
1550,2015-04-30
40,2015-02-16
5000,2015-01-08
9,2015-05-05
325,2015-05-13
14.3,2015-03-25
191.42,2015-01-15
329.64,2015-03-03
375.26,2015-04-17
100,2015-01-12
275.27,2015-06-23
100,2015-04-25
417.48,2015-02-27
5881.77,2015-05-15
58.35,2015-02-03
10,2015-01-14
135,2015-06-08
16.27,2015-01-05
100890,2015-03-27
3500,2015-03-01
802.11,2015-04-01
243.6,2015-06-26
2250,2015-06-25
500,2015-03-09
229.1,2015-03-01
255,2015-01-30
31.81,2015-04-27
6497.52,2015-06-03
491.81,2015-03-30
355.38,2015-04-08
18.1,2015-04-01
0.03,2015-01-05
1500,2015-02-05
53,2015-06-02
275.1,2015-03-30
-979.2,2015-03-13
42.17,2015-04-21
43.8,2015-03-28
1957.94,2015-01-14
792.2,2015-01-05
29,2015-06-03
40,2015-05-02
152.38,2015-01-13
200,2015-05-21
500,2015-03-10
524.75,2015-03-20
88.2,2015-04-03
400,2015-04-14
753.59,2015-06-03
250,2015-02-13
51.12,2015-06-30
598.6,2015-05-26
1165.55,2015-03-15
157.13,2015-05-31
76.2,2015-04-14
236.6,2015-04-15
800,2015-04-23
134.62,2015-02-27
150,2015-02-28
600,2015-03-20
60,2015-06-30
152.74,2015-02-18
800,2015-03-09
190.73,2015-06-15
100,2015-03-14
500,2015-03-13
1000,2015-06-30
5,2015-02-03
61.66,2015-02-20
4000,2015-05-29
56.68,2015-03-04
10.92,2015-05-05
202.4,2015-02-23
591.25,2015-03-16
5000,2015-02-26
32.27,2015-06-10
45,2015-06-30
3590.44,2015-02-05
27.5,2015-05-07
100,2015-03-14
3.2,2015-04-22
177.48,2015-03-26
150,2015-06-24
688.56,2015-06-30
2990.3,2015-04-30
250,2015-06-26
18.34,2015-05-01
225,2015-01-07
27.02,2015-04-29
6367.22,2015-04-08
311.71,2015-02-20
31.16,2015-04-29
44.95,2015-02-04
1220,2015-02-04
500,2015-02-25
170.66,2015-02-06
37.61,2015-03-09
963,2015-04-08
491.64,2015-01-21
7.93,2015-05-18
543.51,2015-05-01
2423.77,2015-02-03
54.63,2015-01-23
1183.2,2015-02-23
100,2015-03-13
250,2015-03-23
295.21,2015-05-19
339.63,2015-05-11
1100,2015-03-27
597.52,2015-03-31
53,2015-06-29
101.15,2015-06-24
1000,2015-06-01
3982.83,2015-03-09
143.45,2015-01-15
29,2015-04-28
1452.37,2015-06-11
77,2015-03-31
187.3,2015-04-27
2027.02,2015-06-16
238,2015-04-30
434.82,2015-03-20
800,2015-01-23
112.43,2015-06-15
390,2015-04-03
4261.98,2015-02-15
138.1,2015-05-14
278.23,2015-03-10
113.49,2015-03-11
150,2015-03-21
204.74,2015-06-08
125,2015-03-22
4505.53,2015-06-03
468,2015-05-16
331.13,2015-05-26
216.96,2015-03-23
146.11,2015-04-03
180,2015-02-11
414.83,2015-01-23
55.55,2015-05-29
11.63,2015-05-29
341.33,2015-01-15
2173.48,2015-01-15
326168.65,2015-03-18
101,2015-06-02
4500,2015-05-29
31278.6,2015-03-27
300,2015-05-03
5750.6,2015-03-23
271.61,2015-02-10
720.63,2015-01-15
140.95,2015-03-06
3000,2015-04-29
44,2015-06-02
1568.64,2015-04-21
2500,2015-03-27
77.86,2015-05-25
88.04,2015-04-27
31.65,2015-03-18
2.75,2015-01-21
17.13,2015-01-06
3856.41,2015-04-17
232,2015-04-17
1340,2015-06-30
211.86,2015-06-09
3375,2015-05-20
521.8,2015-06-17
659.68,2015-01-27
63.87,2015-05-29
1852.83,2015-02-06
54.29,2015-05-22
463.01,2015-01-23
262.82,2015-03-11
113.79,2015-04-03
188.6,2015-03-27
211.25,2015-01-10
295,2015-06-18
2702.02,2015-04-21
186.69,2015-06-17
100,2015-06-09
88.96,2015-06-26
3255.18,2015-05-11
507.1,2015-04-24
148.26,2015-01-21
260.21,2015-05-14
5565.63,2015-03-24
411.7,2015-01-05
4000,2015-06-08
204.86,2015-03-04
500,2015-03-01
12.03,2015-06-25
19.95,2015-05-04
2100,2015-04-01
24.17,2015-01-20
20094.79,2015-04-07
1303.99,2015-04-15
525.7,2015-06-15
18.08,2015-01-12
250,2015-03-11
250,2015-02-02
2114.29,2015-03-31
1648.9,2015-04-30
2330.35,2015-02-13
3272.05,2015-01-26
76.94,2015-05-11
35,2015-06-09
49,2015-04-09
250,2015-06-11
162.57,2015-03-24
1157.8,2015-03-13
5740.99,2015-03-05
135.78,2015-04-07
702,2015-02-23
8.75,2015-02-26
5581.53,2015-04-13
104.69,2015-04-27
1253.56,2015-05-06
2026,2015-04-30
2207.16,2015-06-01
90,2015-05-31
4500,2015-04-06
1106.59,2015-06-17
2500,2015-05-07
2345,2015-03-03
4,2015-01-21
606.04,2015-02-18
2185.91,2015-01-15
150,2015-01-20
6.1,2015-01-11
18.81,2015-01-16
64.28,2015-02-12
901.29,2015-02-20
148.1,2015-05-14
1168.7,2015-03-21
1284.55,2015-03-13
1000,2015-06-02
136.29,2015-01-15
3557.62,2015-06-29
412.37,2015-05-15
322,2015-05-06
1254.5,2015-04-09
124401.37,2015-05-22
1851.64,2015-04-15
4000,2015-05-13
324.48,2015-02-04
1088.28,2015-06-15
8000,2015-02-02
49,2015-04-29
196.8,2015-02-19
47.9,2015-03-03
112,2015-05-20
100,2015-03-10
219.41,2015-06-15
1991.45,2015-02-17
5145.12,2015-05-27
354.35,2015-02-19
40,2015-04-24
943.78,2015-05-04
4009.27,2015-03-25
41.41,2015-05-21
3060,2015-03-25
259.6,2015-03-13
125,2015-04-09
132.18,2015-05-01
3.9,2015-01-21
50,2015-04-15
1048.86,2015-05-01
493.4,2015-05-01
4.94,2015-04-23
5.02,2015-03-17
326.11,2015-06-30
37582.73,2015-04-14
76.73,2015-06-24
17.89,2015-03-24
80.88,2015-04-21
46020.04,2015-05-15
30,2015-05-01
200,2015-06-02
1,2015-04-21
387.46,2015-01-20
325.25,2015-04-07
2046.4,2015-01-31
203.03,2015-05-28
477,2015-06-08
61.46,2015-06-02
2455.04,2015-06-30
1166.84,2015-04-01
68.99,2015-05-07
2100.68,2015-05-29
27.15,2015-01-05
1432.43,2015-02-13
696.26,2015-03-26
200,2015-03-13
5984.47,2015-04-06
256.2,2015-02-04
1883.38,2015-06-04
237.66,2015-01-31
737.72,2015-05-03
502.6,2015-05-04
4083.88,2015-02-03
5.99,2015-01-10
6,2015-01-15
909.05,2015-06-30
302.04,2015-06-03
235.81,2015-03-30
1500,2015-05-15
11.2,2015-04-13
-821.1,2015-06-08
22.62,2015-02-10
275,2015-06-04
211,2015-04-20
9.72,2015-04-24
32.11,2015-06-01
205.5,2015-03-10
101.68,2015-02-03
352.03,2015-04-07
606.85,2015-03-31
3588.12,2015-06-17
229.43,2015-04-06
50,2015-02-09
277,2015-06-15
1229.5,2015-06-01
494.28,2015-06-03
31.95,2015-06-02
1023.7,2015-03-04
338.75,2015-01-12
176,2015-05-09
-4671.61,2015-04-20
2.06,2015-04-06
38.37,2015-04-03
30.06,2015-05-01
1328.33,2015-02-27
375.45,2015-04-27
197.03,2015-06-24
16.62,2015-02-25
260,2015-04-15
2127.62,2015-03-13
25,2015-06-30
1440,2015-05-05
1000,2015-04-29
12916.14,2015-06-22
1865.23,2015-05-29
1500,2015-04-15
1500,2015-03-27
132.5,2015-01-20
5.39,2015-05-22
250,2015-01-15
141.6,2015-01-16
750,2015-06-03
5250,2015-03-18
6580.7,2015-04-10
441,2015-04-16
2270.46,2015-02-28
35,2015-06-18
-1.65,2015-04-23
35,2015-06-08
1617.09,2015-03-09
899.44,2015-03-30
500,2015-03-06
35,2015-05-22
201.76,2015-03-31
180,2015-01-30
1000,2015-01-29
24.56,2015-06-08
1615.55,2015-06-30
265.57,2015-06-30
55.38,2015-02-25
11537.33,2015-04-01
50,2015-06-30
32590,2015-06-29
130,2015-01-12
14645.25,2015-05-01
123.41,2015-01-27
1158.53,2015-04-17
25,2015-06-15
150,2015-04-30
355.88,2015-01-15
0.03,2015-05-05
100,2015-04-14
452.03,2015-01-19
929.57,2015-04-02
588.89,2015-02-03
1926.15,2015-06-15
1000,2015-05-14
1420.36,2015-06-03
1095.64,2015-01-15
27.85,2015-03-12
9.85,2015-06-10
250,2015-02-16
27027.78,2015-02-23
500,2015-05-14
365.78,2015-05-29
1000,2015-05-05
150,2015-03-09
219.42,2015-04-10
0.04,2015-01-02
1337.39,2015-05-14
148.92,2015-02-01
5.97,2015-05-29
2813.03,2015-02-28
235,2015-04-03
789.36,2015-03-02
19.3,2015-04-01
0.47,2015-05-30
2400,2015-01-06
50.9,2015-06-22
371.39,2015-06-17
33.36,2015-03-07
546.42,2015-02-26
115.2,2015-03-29
192.42,2015-05-18
6000,2015-01-02
25,2015-04-17
20000,2015-02-14
342.29,2015-05-15
320,2015-03-25
18.86,2015-04-21
1838.38,2015-05-04
240,2015-03-01
433.08,2015-03-25
104.93,2015-04-28
17.43,2015-04-02
4500,2015-02-13
2.52,2015-02-07
95.86,2015-04-01
150,2015-02-20
31.44,2015-03-02
2056.71,2015-04-08
8145.31,2015-05-29
2724.85,2015-01-16
3402.39,2015-04-30
1819.44,2015-06-08
2192.4,2015-06-15
27.5,2015-03-05
4.72,2015-01-28
32.48,2015-02-20
105,2015-06-29
495.6,2015-02-23
1098.75,2015-01-23
174.66,2015-01-28
507.58,2015-02-18
705.86,2015-02-19
25,2015-03-20
35.2,2015-05-14
50,2015-04-27
2015,2015-04-28
24455.12,2015-02-06
677.42,2015-06-18
1007.1,2015-04-09
23.03,2015-01-26
108.14,2015-02-13
870,2015-03-19
10197.07,2015-01-20
2193.06,2015-05-14
7.95,2015-02-02
1038.88,2015-06-19
1408.93,2015-02-13
72.5,2015-05-03
471.6,2015-03-12
125,2015-03-18
241.73,2015-04-02
40,2015-01-21
34.82,2015-01-15
1132.19,2015-04-27
7.95,2015-02-02
4.05,2015-06-17
162.4,2015-01-08
24.8,2015-06-01
1621.73,2015-05-29
567.25,2015-01-14
78.1,2015-02-16
18649.4,2015-01-16
29.85,2015-02-27
239.96,2015-02-17
7500,2015-03-20
5000,2015-06-04
250,2015-01-02
4175.83,2015-03-26
522.1,2015-03-04
84.22,2015-05-13
5.84,2015-01-07
476.52,2015-06-17
169,2015-04-03
88.63,2015-04-10
350,2015-03-10
219.21,2015-01-05
800,2015-03-23
2289.84,2015-02-13
3135,2015-01-02
50,2015-01-18
600,2015-03-06
14.29,2015-06-22
186.91,2015-05-15
813.45,2015-03-04
250,2015-05-12
3,2015-01-15
1500,2015-03-19
300,2015-05-19
159.96,2015-01-22
1549.03,2015-01-22
1089.7,2015-01-30
500.24,2015-06-18
264.85,2015-06-11
102.8,2015-04-16
750,2015-06-05
3132.89,2015-01-15
233.55,2015-06-03
0.13,2015-03-18
50,2015-01-14
1024.45,2015-06-03
1029.93,2015-05-04
48.28,2015-02-27
581.94,2015-03-18
40,2015-02-12
2667.81,2015-04-01
3019.91,2015-02-13
960.43,2015-02-06
9781.82,2015-05-12
48,2015-03-13
835.1,2015-03-05
225.1,2015-06-18
200,2015-06-17
507.2,2015-05-22
35,2015-05-18
132.93,2015-01-21
110.87,2015-06-08
40.02,2015-01-20
5.03,2015-06-29
291,2015-04-22
9.04,2015-03-10
142.7,2015-05-18
17.74,2015-06-16
573.7,2015-02-17
2.92,2015-05-06
70.04,2015-01-13
4590,2015-05-11
1261.64,2015-02-27
13.57,2015-06-21
26.63,2015-03-02
15000,2015-06-01
1072.82,2015-03-19
195,2015-04-01
1030.29,2015-02-13
2639.85,2015-06-08
7565.19,2015-01-05
82,2015-03-10
120,2015-01-24
122.19,2015-05-22
445.41,2015-04-29
106.33,2015-04-20
58.04,2015-04-01
200,2015-03-23
252.5,2015-05-29
122.1,2015-06-18
5.44,2015-03-05
779.71,2015-04-30
1160.36,2015-05-15
93.1,2015-01-14
148.61,2015-06-30
850,2015-02-20
109.38,2015-06-19
2500,2015-03-13
1385,2015-06-09
75,2015-05-11
4000,2015-02-26
534.88,2015-04-24
150,2015-03-27
64.04,2015-05-04
179.46,2015-06-26
35,2015-04-15
4246.12,2015-01-08
2.44,2015-02-04
11.39,2015-04-09
782.2,2015-01-14
1500,2015-06-25
529.15,2015-03-02
2186.91,2015-06-01
531.45,2015-04-16
491.09,2015-06-28
30.36,2015-03-11
52.9,2015-06-05
150,2015-02-07
341.04,2015-06-24
2570.43,2015-06-01
87,2015-05-31
9.95,2015-03-13
212,2015-05-15
147.91,2015-04-10
596.97,2015-05-20
50,2015-04-20
99.29,2015-04-23
220.36,2015-02-25
150,2015-02-09
577,2015-05-07
660,2015-06-15
488.03,2015-05-15
1701.5,2015-02-18
72.63,2015-05-15
770.95,2015-01-05
122.51,2015-03-16
800.34,2015-06-10
216,2015-06-04
1102.89,2015-01-16
7500,2015-02-01
5500,2015-02-28
1503.71,2015-06-30
80,2015-02-25
1850,2015-05-02
500,2015-04-10
857.55,2015-04-20
1600,2015-03-24
44.3,2015-05-20
270.21,2015-02-15
2.31,2015-03-21
350,2015-05-14
605.71,2015-06-25
1500,2015-06-04
25,2015-06-12
9.8,2015-02-19
100,2015-04-09
329.84,2015-03-18
88.72,2015-05-13
601.63,2015-06-01
75,2015-02-15
461.75,2015-06-30
1.31,2015-06-22
0.77,2015-01-25
245,2015-01-02
307.04,2015-04-03
19.95,2015-02-03
35.5,2015-03-05
1000,2015-05-04
200,2015-05-09
505.26,2015-06-03
48000,2015-01-13
10.63,2015-02-05
144.68,2015-03-16
158.97,2015-06-08
12690,2015-06-12
110,2015-06-01
1126.6,2015-06-02
157.95,2015-02-18
21998.46,2015-04-23
1101.21,2015-01-26
259.8,2015-02-26
425,2015-03-13
80.11,2015-01-22
210.18,2015-05-26
56.97,2015-05-18
60,2015-05-29
99.95,2015-03-13
100,2015-06-15
1771.34,2015-04-15
621.25,2015-02-12
32.66,2015-02-12
10533.39,2015-06-02
0.95,2015-02-17
2729.69,2015-02-02
225,2015-02-27
84.61,2015-04-07
8.16,2015-06-24
640,2015-03-11
39.55,2015-05-15
986.38,2015-03-19
686.73,2015-03-24
172,2015-04-15
413.2,2015-06-15
87.86,2015-04-08
50.5,2015-05-22
1532.97,2015-02-26
50,2015-03-26
1389.42,2015-03-13
150,2015-02-09
4175.38,2015-03-03
2000,2015-06-05
733.89,2015-06-24
315.38,2015-06-02
49,2015-03-03
25.76,2015-06-30
100,2015-03-03
32.7,2015-01-02
1000,2015-06-04
11.12,2015-05-15
35.77,2015-02-20
179.82,2015-01-08
2,2015-06-16
3335.63,2015-04-30
15.4,2015-02-02
3697.97,2015-02-06
8994.6,2015-04-14
600,2015-02-13
507.81,2015-06-08
55,2015-01-26
259.23,2015-06-19
2,2015-05-22
390,2015-03-17
50,2015-05-07
601,2015-04-10
85.27,2015-04-14
543.38,2015-06-18
4948.92,2015-03-25
89,2015-04-07
0.36,2015-03-18
250,2015-06-01
40.48,2015-06-30
3242.3,2015-01-13
592,2015-03-13
49,2015-03-31
2.1,2015-01-05
14.3,2015-02-23
649.02,2015-01-12
1417.81,2015-02-04
500,2015-04-02
1000,2015-06-01
14.8,2015-06-22
9510.78,2015-04-09
175,2015-02-03
14000,2015-06-04
1725,2015-06-01
6302.36,2015-01-29
20000,2015-05-28
8.7,2015-02-20
475.4,2015-04-20
9,2015-05-08
10,2015-05-22
130.73,2015-03-30
150,2015-02-26
12838.41,2015-03-23
28.53,2015-01-25
458.01,2015-01-21
1683.16,2015-01-30
80,2015-03-11
117.25,2015-06-04
15,2015-02-09
569.28,2015-01-20
399.25,2015-06-15
10,2015-02-27
3217.2,2015-05-29
0.25,2015-05-12
4608.27,2015-06-05
42,2015-04-14
25.04,2015-03-02
13,2015-01-30
4024.14,2015-01-27
382.44,2015-06-24
20,2015-05-01
5588.9,2015-06-25
45.43,2015-06-11
3148.58,2015-05-29
100,2015-01-11
73.92,2015-06-30
175,2015-06-30
188.7,2015-06-18
75,2015-06-28
1278.85,2015-04-15
1478.93,2015-03-19
3657.12,2015-04-30
176.65,2015-02-25
1152.58,2015-03-31
1126.39,2015-02-24
150,2015-04-11
30,2015-05-02
20,2015-03-09
286.1,2015-01-16
1500,2015-04-07
18,2015-02-11
657.2,2015-06-22
28,2015-01-21
70,2015-05-29
147,2015-06-10
29.95,2015-03-20
140,2015-05-11
668.1,2015-01-20
330,2015-06-15
126.06,2015-03-11
635.04,2015-06-08
195.3,2015-04-02
111.15,2015-03-26
291.53,2015-01-02
1163.37,2015-01-26
2.96,2015-02-20
3000,2015-04-08
5601,2015-05-14
19.95,2015-02-05
2421.87,2015-04-15
304,2015-06-12
524.42,2015-03-31
0.61,2015-04-06
30,2015-03-03
71.02,2015-06-18
861.96,2015-05-21
146.55,2015-03-06
750.04,2015-03-23
2655.93,2015-06-25
8.8,2015-04-01
30,2015-05-21
4338.81,2015-04-30
66.21,2015-06-26
1270.91,2015-03-24
233.7,2015-01-23
285,2015-03-31
19.99,2015-04-21
1500,2015-01-07
63.95,2015-02-26
178252.23,2015-01-30
537,2015-02-08
2000,2015-03-10
604.3,2015-01-27
154.49,2015-01-21
132,2015-05-19
85,2015-03-31
150,2015-02-15
60.5,2015-01-29
5000,2015-05-14
104.63,2015-04-22
416.7,2015-01-23
2377.08,2015-06-01
2925.84,2015-06-18
147.74,2015-04-14
2125.7,2015-01-28
11.48,2015-03-20
78.73,2015-06-15
2100,2015-01-23
1660.09,2015-06-07
126.5,2015-04-10
2000,2015-05-01
99,2015-05-05
75,2015-02-09
25000,2015-01-14
26.95,2015-04-20
1700,2015-02-14
5000,2015-04-01
189.1,2015-05-11
289.45,2015-06-10
25,2015-06-12
312.52,2015-06-08
44.95,2015-01-22
662.63,2015-06-21
60,2015-06-30
50.24,2015-06-10
1451.98,2015-01-30
763.74,2015-06-17
150,2015-04-14
45.45,2015-05-29
185.21,2015-06-01
3080.04,2015-02-12
73.15,2015-06-12
49,2015-05-20
1085,2015-06-29
106.73,2015-03-18
1182.27,2015-06-22
12.39,2015-06-18
37.95,2015-01-05
1316.55,2015-01-21
36.71,2015-05-15
552.6,2015-06-08
9.61,2015-02-26
180.65,2015-03-03
1237.06,2015-04-03
29,2015-01-29
135,2015-05-21
72.24,2015-04-07
612.7,2015-04-27
46,2015-05-03
104.47,2015-05-13
584.76,2015-06-08
11555.8,2015-03-03
675.44,2015-04-10
4750,2015-01-13
90,2015-05-01
18.25,2015-04-30
497.02,2015-06-30
79.63,2015-03-31
0.45,2015-03-23
1048.58,2015-06-15
34.95,2015-04-15
1650.4,2015-06-08
386.6,2015-05-04
1727.38,2015-01-26
11.36,2015-03-31
585,2015-02-12
1419.76,2015-04-30
1390.35,2015-05-29
109.16,2015-06-10
352.48,2015-02-13
250,2015-06-08
100,2015-03-06
459.82,2015-04-29
132,2015-06-10
24,2015-03-27
2550,2015-03-11
5738.44,2015-02-23
15.54,2015-03-23
424.69,2015-02-05
37.95,2015-04-02
5500,2015-02-06
844.61,2015-01-16
55.25,2015-02-13
3145.5,2015-04-06
29.75,2015-03-20
576.7,2015-04-27
5115,2015-03-13
107.08,2015-01-21
158.44,2015-04-01
428.98,2015-02-25
218.74,2015-03-04
360,2015-05-26
2500,2015-04-27
28.32,2015-01-21
0.79,2015-01-23
40.93,2015-05-11
74,2015-03-10
10,2015-01-26
20.2,2015-03-31
125,2015-02-08
225,2015-04-24
34.52,2015-01-14
49.89,2015-03-31
14977.5,2015-05-22
1.99,2015-04-26
11.5,2015-01-24
163.13,2015-06-29
176.88,2015-03-27
-294.45,2015-02-05
16.35,2015-03-12
296.75,2015-05-18
60,2015-05-29
55.39,2015-05-12
35,2015-06-18
12.8,2015-05-20
196.98,2015-03-27
60.27,2015-04-17
210.23,2015-02-13
108.45,2015-03-12
100,2015-03-30
138.73,2015-04-23
2315.01,2015-06-15
47.1,2015-02-04
201.04,2015-03-18
256.09,2015-04-24
205.57,2015-01-13
136.74,2015-01-09
2600,2015-04-18
1819.44,2015-06-08
33.39,2015-04-01
325.95,2015-03-22
183.82,2015-01-30
179.6,2015-01-23
9000,2015-03-19
64.88,2015-05-29
776.98,2015-03-31
3675,2015-04-07
60,2015-05-22
411.52,2015-02-20
15.4,2015-04-29
20,2015-02-20
144,2015-06-15
0.21,2015-01-05
5,2015-06-10
1.43,2015-03-22
155.36,2015-02-19
25.27,2015-04-24
4171.72,2015-04-08
0.45,2015-05-15
140.08,2015-04-04
578.44,2015-05-07
22.62,2015-03-12
288.93,2015-04-30
234.35,2015-06-16
2219.72,2015-03-13
7.4,2015-03-23
7149.85,2015-05-15
884.45,2015-06-30
60,2015-03-24
9.25,2015-01-22
100,2015-03-30
700,2015-06-09
300,2015-01-16
184.44,2015-04-01
1919.25,2015-03-13
4000,2015-03-09
60,2015-01-26
100,2015-02-21
16,2015-04-23
2121.85,2015-06-24
4,2015-04-19
5109.82,2015-05-01
1000,2015-02-23
187.61,2015-03-16
62.97,2015-04-15
